title	link	date	abstract	author	surtitle	source
Ein Triumph für Iran im Jemen-Krieg	https://www.faz-biblionet.de/faz-portal/document?uid=FAW__FW201712085301759	2017-12-08	"Als zu Beginn der Woche der Gefechtslärm in der jemenitischen Hauptstadt Sana verebbte, war es fast so, als hielte das ganze Land den Atem an: ...
         ..Beobachtern hatte es bis zu diesem Zeitpunkt kaum einen Zweifel gegeben, dass er am Ende als einer der Gewinner aus dem Jemen-Konflikt..  ..Beobachter gehen davon aus, dass der Sieg der Houthis und der Tod des früheren Machthabers die Gewalt im Jemen eher eskalieren.."		ARABIEN	FAZ
Der Krieg im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201712055299790	2017-12-05	"Mit der Ermordung des früheren Präsidenten Salih wird der Konflikt im Jemen noch undurchsichtiger. Zuletzt hatte es den Anschein, als führten ...
         ..Mit der Ermordung des früheren Präsidenten Salih wird der Konflikt im Jemen noch undurchsichtiger...  ..Zuletzt hatte es den Anschein, als führten Saudi-Arabien und Iran im Jemen einen Stellvertreterkrieg...  ..Saudi-Arabien und die Emirate verfolgen im Jemen jedoch verschiedene Ziele..."			FAZ
Früherer jemenitischer Präsident Salih getötet	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201712055299663	2017-12-05	cheh. BEIRUT, 4. Dezember. Der frühere Präsident des Jemens Ali Abdullah Salih ist nach Angaben der Houthi-Rebellen getötet worden. Laut dem ...			FAZ
Seitenwechsel im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201712045298882	2017-12-04	"BEIRUT, 3. Dezember. Als am Wochenende Bewaffnete an die Tür eines Hauses in Sanaa klopften, waren die Bewohner für einen Moment besorgt. Aber ...
         ..Die UN warnten vergangenen Monat, es drohe im Jemen die schlimmste Hungersnot, die die Welt seit Jahrzehnten erlebt habe...  ..Die Koalition zeigte sich erfreut darüber, dass Salihs Lager fortan an führender Stelle dazu beitragen werde, den Jemen vom..  ..Fürs Erste haben Salih und die Houthi eine weitere Front im komplizierten Jemen-Konflikt eröffnet..."		Der frühere Machthaber und die Allianz mit den Saudis	FAZ
Das grausame Ende des Schlangentänzers	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20171204_5324542	2017-12-04	"Ein Tanz mit Schlangen - mit diesen Worten hat Ali Abdullah Salih die Politik im Jemen vor einigen Jahren beschrieben. Und Salih beherrschte ...
         ..Ein Tanz mit Schlangen - mit diesen Worten hat Ali Abdullah Salih die Politik im Jemen vor einigen Jahren beschrieben...  ..Er führte den Jemen 34 Jahre, dabei gelang ihm 1990 die Vereinigung mit dem sozialistischen Südjemen...  ..Geschickt und warmherzig konnte er mit Menschen umgehen, und er lernte, mit allen Akteuren zu spielen, im Jemen und außerhalb.."	Christoph Ehrhardt und Rainer Hermann	Konflikt im Jemen	FAZ
Huthi-Rebellen verkünden Tod von Jemens Ex-Präsident Saleh	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20171204_5324045	2017-12-04	"Jemens früherer Präsident Ali Abdullah Saleh ist nach Angaben der schiitischen Huthi-Rebellen getötet worden. Das meldete der jemenitische TV- ...
         ..Saleh hatten den Jemen über drei Jahrzehnte regiert. 2012 wurde er im Zuge der Aufstände in der Region gestürzt...  ..Ohne diese Kämpfer hätten die Huthis den Jemen 2014 nicht überrennen und sie von den Regierungstruppen von Präsident Abed..  ..Ein von Saudi-Arabien geführtes Bündnis unterstützt im Jemen die Regierungstruppen..."		Bei Kämpfen in Sanaa	FAZ
Seitenwechsel im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20171203_5322695	2017-12-03	"Als am Wochenende Bewaffnete an die Tür eines Hauses in Sanaa klopften, waren die Bewohner für einen Moment besorgt. Aber es konnte schnell ...
         ..Die UN warnten vergangenen Monat, es drohe im Jemen die schlimmste Hungersnot, die die Welt seit Jahrzehnten erlebt habe...  ..Die Koalition zeigte sich erfreut darüber, dass Salihs Lager fortan an führender Stelle dazu beitragen werde, den Jemen vom..  ..Fürs Erste haben Salih und die Houthi eine weitere Front im komplizierten Jemen-Konflikt eröffnet..."	Christoph Ehrhardt	Bürgerkrieg in Sanaa	FAZ
Ehemaliger Präsident Saleh offen für Gespräche	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20171202_5321105	2017-12-02	"Der frühere Präsident Jemens Ali Abdullah Saleh hat sich in einer Fernsehansprache offen für Gespräche mit den verfeindeten Nachbarstaaten gezeigt. ...
         ..""Ich rufe alle Brüder in den Nachbarstaaten und ihre Verbündeten auf, die Aggressionen gegen den Jemen zu stoppen...  ..Der rund dreijährige Bürgerkrieg hat im Jemen eine humanitäre Katastrophe ausgelöst...  ..Der 75 Jahre alte Saleh hatte den Jemen mehr als drei Jahrzehnte regiert, war 2012 während des sogenannten Arabischen Frühlings.."		Bürgerkrieg im Jemen	FAZ
Hungertote im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD3201711185284946_4	2017-11-18	"Ein Bündnis aus 15 Hilfsorganisationen hat die anhaltende Blockade von lebenswichtigen Lieferungen in den Jemen scharf kritisiert. Die Unterzeichner ...
         ..Ein Bündnis aus 15 Hilfsorganisationen hat die anhaltende Blockade von lebenswichtigen Lieferungen in den Jemen scharf kritisiert..  ..Saudi-Arabien hatte vor mehr als einer Woche angekündigt, alle Verbindungen in den Jemen vorübergehend zu schließen, um die..  ..Im Jemen bekämpfen sich seit 2015 die Houthi-Rebellen und die sunnitisch geprägte Regierung, die von einer Koalition unter.."		Wichtiges in Kürze	FAZ
Welthungerhilfe fordert bessere Krisenprävention	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20170517_5020663	2017-05-17	"Zeit ist in Krisenfällen Geld wert. Darauf wies der Vorstandsvorsitzende der Welthungerhilfe, Till Wahnbaeck, bei der Vorstellung des Jahresberichts ...
         ..die Kosten für die Hilfe extrem reduziert werden könnten, sagte er mit Blick auf die aktuelle Hungersnot in Afrika und im Jemen.."	Manfred Schäfers	Eingreifen in Afrika und Jemen	FAZ
Notstand im Jemen wegen der Cholera	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201705165139401	2017-05-16	"SANAA, 15. Mai (AFP/dpa). Angesichts der schnellen Ausbreitung der Cholera im Bürgerkriegsland Jemen haben die Behörden in der Hauptstadt Sanaa ...
         ..Angesichts der schnellen Ausbreitung der Cholera im Bürgerkriegsland Jemen haben die Behörden in der Hauptstadt Sanaa den..  ..Es ist bereits der zweite Cholera-Ausbruch in weniger als einem Jahr im Jemen, dem ärmsten arabischen Land..."			FAZ
Merkels Liste	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201705045127282	2017-05-04	"SOTSCHI/BERLIN, 3. Mai /  / Kurz nach der Verabschiedung Angela Merkels in der Sommerresidenz des russischen Präsidenten in Sotschi am Schwarzen ...
         ..Schließlich Jemen...  ..Deutschland habe historische Erfahrungen im Jemen..."		Ukraine - Afghanistan - Jemen: Die Kanzlerin hat viel Arbeit von ihren Reisen mitgebracht / Von Majid Sattar	FAZ
Ein Land wird ausgehungert	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201704275122659	2017-04-27	"BEIRUT, 26. April /  / Geld ist nicht das größte Problem. Rund eine Milliarde Euro sind gerade auf der Geberkonferenz in Genf zugesagt worden, um ...
         ..Rund eine Milliarde Euro sind gerade auf der Geberkonferenz in Genf zugesagt worden, um den Menschen im Jemen zu helfen,..  ..Riad bekämpft im Jemen die von Iran unterstützten Houthi-Rebellen, die vor zwei Jahren die Regierung des Präsidenten Abd..  ..Und ganz lassen sich Lieferungen jeglicher Art im Jemen kaum verhindern..."		Wie der Jemen im Würgegriff des Krieges in eine humanitäre Katastrophe schlittert / Von Christoph Ehrhardt	FAZ
Humanitäre Hilfe für Hungernde im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201704265121639	2017-04-26	"GENF, 25. April (dpa). Nach der Warnung von UN-Generalsekretär António Guterres vor einer ""Tragödie immensen Ausmaßes"" im Jemen haben zahlreiche ...
         ..Nach der Warnung von UN-Generalsekretär António Guterres vor einer ""Tragödie immensen Ausmaßes"" im Jemen haben zahlreiche.."			FAZ
Mehr als 130 Tote bei Kämpfen um Hafenstadt Hodeida	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20181109_5883194	2018-11-09	"Erbitterte Kämpfe um die jemenitische Hafenstadt Hodeida: Binnen 24 Stunden wurden in der strategisch wichtigen Stadt am Roten Meer nach Angaben ...
         ..""Sonst wird der Jemen ein Land der Gespenster, mit Menschen, die nur noch Knochengerüste sind.""..  ..Insgesamt mehr als 10.000 Menschen getötet

Die Vereinten Nationen hatten im Oktober gewarnt, dass im Jemen 14 Millionen..  ..Im Hafen von Hodeida werden die meisten Importe und internationalen Hilfslieferungen für den Jemen umgeschlagen..."		Bürgerkrieg im Jemen	FAZ
Schwere Gefechte im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201811055557683	2018-11-05	"cheh. BEIRUT, 4. November. Im Jemen haben die Gefechte nahe der strategisch wichtigen Hafenstadt Hudaidah an Intensität zugenommen. Die von ...
         ..Im Jemen haben die Gefechte nahe der strategisch wichtigen Hafenstadt Hudaidah an Intensität zugenommen..."		Kämpfe nahe strategisch wichtiger Hafenstadt Hudaidah	FAZ
Jetzt, auf einmal?	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1N201811025555420	2018-11-02	"So kurz vor den amerikanischen Kongresswahlen geht es dann doch: das Signal auszusenden, man dringe nun auf ein schleuniges Ende des Jemen-Kriegs. ...
         ..den amerikanischen Kongresswahlen geht es dann doch: das Signal auszusenden, man dringe nun auf ein schleuniges Ende des Jemen-Kriegs..  ..Für den Augenblick hat Washington entschieden, die Moral im Jemen-Krieg als Realie zu behandeln...  ..Ein Waffenstillstand im Jemen wechselt aus dem moralischen ins politische Register..."		Amerika wünscht ein Ende des Jemen-Kriegs	FAZ
Weiter Krieg im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201811015554725	2018-11-01	"Erst seit der Ermordung des saudischen Dissidenten Jamal Khashoggi unterstützen die Vereinigten Staaten den saudischen Krieg gegen die Houthi- ...
         ..Der verheerende Krieg im Jemen steht noch immer nicht vor dem Ende.

Her..."			FAZ
Jetzt, auf einmal?	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20181101_5869289	2018-11-01	"So kurz vor den amerikanischen Kongresswahlen geht es dann doch: das Signal auszusenden, man dringe nun auf ein schleuniges Ende des Jemen-Kriegs. ...
         ..den amerikanischen Kongresswahlen geht es dann doch: das Signal auszusenden, man dringe nun auf ein schleuniges Ende des Jemen-Kriegs..  ..Für den Augenblick hat Washington entschieden, die Moral im Jemen-Krieg als Realie zu behandeln...  ..Ein Waffenstillstand im Jemen wechselt aus dem moralischen ins politische Register..."	Christian Geyer	Amerika und der Jemen-Krieg	FAZ
Amerika dringt auf Fortschritte zur Beendigung des Jemen-Kriegs	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201811015554655	2018-11-01	"cheh. BEIRUT, 31. Oktober. Washington hat den Druck auf die Kriegsparteien im Jemen erhöht. Sowohl Verteidigungsminister James Mattis als auch ...
         ..Washington hat den Druck auf die Kriegsparteien im Jemen erhöht...  ..In der Folge sollen die Luftangriffe der Koalition in den bevölkerten Gegenden im Jemen eingestellt werden...  ..Seit mehr als drei Jahren tobt im Jemen ein brutaler Krieg, der zu einem zähen Abnutzungskampf geworden ist..."		Mattis: Verhandlungen sollen binnen 30 Tagen beginnen	FAZ
Vereinigte Staaten fordern Verhandlungen innerhalb von 30 Tagen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20181031_5867067	2018-10-31	"Die Vereinigten Staaten wollen die festgefahrenen Friedensbemühungen für den Jemen neu beleben und haben Verhandlungen noch für den November ...
         ..Die Vereinigten Staaten wollen die festgefahrenen Friedensbemühungen für den Jemen neu beleben und haben Verhandlungen noch..  ..Die Vereinten Nationen bezeichnen den Krieg im Jemen als die größte humanitäre Katastrophe der Gegenwart...  ..Bisherige Friedensbemühungen für den Jemen waren in der Vergangenheit immer wieder gescheitert..."		Krieg im Jemen	FAZ
Größte Katastrophe der Gegenwart	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20181031_5867375	2018-10-31	"Erst seit der Ermordung des saudischen Dissidenten Jamal Khashoggi unterstützen die Vereinigten Staaten den saudischen Krieg gegen die Houthi- ...
         ..Der verheerende Krieg im Jemen steht noch immer nicht vor dem Ende..."	Rainer Hermann	Kommentar zum Krieg in Jemen	FAZ
Arabische Ängste vor Iran	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201510294691654	2015-10-29	"DUBAI, im Oktober /  / Die Sorge vor einem weiteren Erstarken Irans im Nahen Osten ist in den arabischen Golfstaaten seit dem Wiener Atomabkommen ...
         ..Iran mische sich in immer mehr Länder ein, heißt es - neben dem Irak, Syrien und dem Libanon nun vor allem im Jemen...  ..Deshalb werde nun im Jemen eine klare Linie gezogen, sagt der Politikprofessor Abdulkhaleq Abdulla aus Dubai...  ..Die Vereinigten Arabischen Emirate haben 12 000 Soldaten in den Jemen entsandt und stellen in der von Saudi-Arabien geführten.."		Die Golfstaaten wollen mit dem Krieg im Jemen ein Exempel statuieren / Von Rainer Hermann	FAZ
Die Ausbildung	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201510274704150	2015-10-27	"Abdo Dohaim hat schon als Praktikant überzeugt, jetzt ist er Lehrling. Seit August lernt Abdo Dohaim bei Druckguss Service Deutschland (DSD) ...
         ..Er ist 24 Jahre alt und Flüchtling aus dem Jemen..."		Seit einem Jahr lebt der jemenitische Germanistikstudent Abdo Dohaim in Deutschland - nun wird er Mechatroniker	FAZ
Viele Tote bei Luftangriff im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201510094691715_6	2015-10-09	"Beim Bombardement einer Hochzeitsfeier im Jemen sind nach Angaben des Gesundheitsministeriums mindestens 51 Zivilisten getötet worden. Unter ...
         ..Beim Bombardement einer Hochzeitsfeier im Jemen sind nach Angaben des Gesundheitsministeriums mindestens 51 Zivilisten getötet.."		Wichtiges in Kürze	FAZ
Hoffnung im Chaos	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201603114806419	2016-03-11	"BEIRUT, 10. März /  / Dass verhandelt wurde, war auf dem Schlachtfeld zu spüren. ""In den vergangenen Tagen war es relativ ruhig"", sagt ein jemenitischer ...
         ..Das Königreich und seine Verbündeten führen seit etwa einem Jahr einen so erbitterten wie ruinösen Krieg im Jemen - für die..  ..werden, diese zunehmend gefährden, stellen saudische Regierungsberater, Militärs und Experten in Denkfabriken den Krieg im Jemen..  ..Provokation, als der stellvertretende Generalstabschef verkündete, Teheran werde womöglich ""wie in Syrien"" Militärberater in den Jemen.."		Gespräche über eine Lösung für den Jemen sind nicht mehr ausgeschlossen / Von Christoph Ehrhardt	FAZ
"Papst schockiert über ""diabolischen"" Angriff auf Altenheim"	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20160305_4107571	2016-03-05	"Der Papst hat sich schockiert über den tödlichen Angriff auf ein Seniorenheim im Jemen gezeigt. Papst Franziskus sei ""schockiert und zutiefst ...
         ..Der Papst hat sich schockiert über den tödlichen Angriff auf ein Seniorenheim im Jemen gezeigt..."		Nonnen in Jemen getötet	FAZ
7 Millionen Menschen im Jemen unterversorgt	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201601294774094	2016-01-29	"jagr. FRANKFURT, 28. Januar. Die Nahrungsversorgung im umkämpften Jemen ist stark gefährdet. Mehr als die Hälfte der 14,4 Millionen Einwohner ...
         ..Die Nahrungsversorgung im umkämpften Jemen ist stark gefährdet...  ..Im Jemen, hieß es nun, stiegen die Preise für Lebensmittel rapide an...  ..Jemen musste vor Beginn der Krise drei Viertel der Lebensmittel importieren..."			FAZ
Jemen vor Hungersnot	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD3201710305270804_5	2017-10-30	"Die Vereinten Nationen haben den Konfliktparteien im Jemen vorgeworfen, Nahrung als ""Kriegswaffe"" einzusetzen. ""Der Jemen steht kurz vor der ...
         ..Die Vereinten Nationen haben den Konfliktparteien im Jemen vorgeworfen, Nahrung als ""Kriegswaffe"" einzusetzen...  ..""Der Jemen steht kurz vor der Hungersnot. Cholera verstärkt die dramatische Nahrungskrise...  ..Nach Angaben der Vereinten Nationen stehen sieben Millionen Menschen im Jemen kurz vor einer Hungersnot..."		Wichtiges in Kürze	FAZ
Streubomben im Jemen?	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201505044568836_2	2015-05-04	"Menschenrechtler werfen der von Saudi-Arabien angeführten Koalition gegen die Houthi-Rebellen im Jemen vor, Streubomben eingesetzt zu haben. ...
         ..Menschenrechtler werfen der von Saudi-Arabien angeführten Koalition gegen die Houthi-Rebellen im Jemen vor, Streubomben eingesetzt.."		Wichtiges in Kürze	FAZ
Luftangriffe im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201504244559510_5	2015-04-24	"Die von Saudi-Arabien angeführte Koalition hat am Donnerstag ihre Luftangriffe auf die Houthi-Rebellen im Jemen fortgesetzt. Die saudische Führung ...
         ..Die von Saudi-Arabien angeführte Koalition hat am Donnerstag ihre Luftangriffe auf die Houthi-Rebellen im Jemen fortgesetzt.."		Wichtiges in Kürze	FAZ
